"taxon","assembly","segment","species","collectionDate","geographicRegion","organismName_host","subtype","genotype","serotype","lineage","clade","HA_type","NA_type","neighbor","neighbor_ani","n_raw","n_qc"
"Enterovirus","references/Enterovirus-wg-1239.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-1241","96","1","1"
"Enterovirus","references/Enterovirus-wg-1240.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","[Enterovirus-wg-95; Enterovirus-wg-2231]","93","2","2"
"Enterovirus","references/Enterovirus-wg-494.fa.gz","wg","Rhinovirus A","","North America","Homo sapiens","","","","","","","","Enterovirus-wg-2375","95","2","2"
"Enterovirus","references/Enterovirus-wg-1241.fa.gz","wg","Rhinovirus A","2019","[Asia; Oceania]","Homo sapiens","","","","","","","","[Enterovirus-wg-2375; Enterovirus-wg-1239]","96","2","2"
"Enterovirus","references/Enterovirus-wg-495.fa.gz","wg","Rhinovirus A","","North America","Homo sapiens","","","","","","","","Enterovirus-wg-1248","93","1","1"
"Enterovirus","references/Enterovirus-wg-2067.fa.gz","wg","Rhinovirus A","","","","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2068.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-2090","96","1","1"
"Enterovirus","references/Enterovirus-wg-1242.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2069.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","Enterovirus-wg-1345","94","1","1"
"Enterovirus","references/Enterovirus-wg-2070.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","","0","2","2"
"Enterovirus","references/Enterovirus-wg-2071.fa.gz","wg","Rhinovirus A","","North America","Homo sapiens","","","","","","","","Enterovirus-wg-1244","95","1","1"
"Enterovirus","references/Enterovirus-wg-2072.fa.gz","wg","Rhinovirus A","","","","","","","","","","","[Enterovirus-wg-2246; Enterovirus-wg-856; Enterovirus-wg-2083]","96","1","1"
"Enterovirus","references/Enterovirus-wg-1244.fa.gz","wg","Rhinovirus A","2019","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1504","97","1","1"
"Enterovirus","references/Enterovirus-wg-2073.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","[Enterovirus-wg-1504; Enterovirus-wg-1245]","94","1","1"
"Enterovirus","references/Enterovirus-wg-1245.fa.gz","wg","Rhinovirus A","1999","North America","Homo sapiens","","","","","","","","Enterovirus-wg-2073","94","1","1"
"Enterovirus","references/Enterovirus-wg-2377.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-2071","95","4","2"
"Enterovirus","references/Enterovirus-wg-2378.fa.gz","wg","Rhinovirus C","2010","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1492","94","1","1"
"Enterovirus","references/Enterovirus-wg-496.fa.gz","wg","Rhinovirus C","2007","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1652","96","1","1"
"Enterovirus","references/Enterovirus-wg-2075.fa.gz","wg","Rhinovirus C","2010","North America","","","","","","","","","Enterovirus-wg-840","97","1","1"
"Enterovirus","references/Enterovirus-wg-2076.fa.gz","wg","Rhinovirus C","","Asia","","","","","","","","","","0","2","1"
"Enterovirus","references/Enterovirus-wg-2077.fa.gz","wg","Rhinovirus C","2018","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-2207; Enterovirus-wg-2078]","95","1","1"
"Enterovirus","references/Enterovirus-wg-2078.fa.gz","wg","Rhinovirus C","","Asia","","","","","","","","","Enterovirus-wg-2077","95","1","1"
"Enterovirus","references/Enterovirus-wg-2379.fa.gz","wg","Rhinovirus C","1999","North America","Homo sapiens","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2079.fa.gz","wg","Rhinovirus C","2000","North America","Homo sapiens","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2380.fa.gz","wg","Rhinovirus C","2018","North America","Homo sapiens","","","","","","","","Enterovirus-wg-497","97","1","1"
"Enterovirus","references/Enterovirus-wg-2080.fa.gz","wg","Rhinovirus C","2007","North America","Homo sapiens","","","","","","","","Enterovirus-wg-514","97","1","1"
"Enterovirus","references/Enterovirus-wg-497.fa.gz","wg","Rhinovirus C","2008","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-2380","97","1","1"
"Enterovirus","references/Enterovirus-wg-2081.fa.gz","wg","Rhinovirus A","","","","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2082.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-1225","96","1","1"
"Enterovirus","references/Enterovirus-wg-1247.fa.gz","wg","Rhinovirus A","2021","North America","Homo sapiens","","","","","","","","Enterovirus-wg-1236","95","1","1"
"Enterovirus","references/Enterovirus-wg-498.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","Enterovirus-wg-2091","93","2","2"
"Enterovirus","references/Enterovirus-wg-1248.fa.gz","wg","Rhinovirus A","2015","North America","Homo sapiens","","","","","","","","Enterovirus-wg-130","97","1","1"
"Enterovirus","references/Enterovirus-wg-2083.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-2072","96","1","1"
"Enterovirus","references/Enterovirus-wg-2084.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","Enterovirus-wg-1225","96","1","1"
"Enterovirus","references/Enterovirus-wg-2085.fa.gz","wg","Rhinovirus A","2007","North America","Homo sapiens","","","","","","","","Enterovirus-wg-2262","96","1","1"
"Enterovirus","references/Enterovirus-wg-1249.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-2217","96","1","1"
"Enterovirus","references/Enterovirus-wg-2086.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-1250","95","1","1"
"Enterovirus","references/Enterovirus-wg-1251.fa.gz","wg","Rhinovirus A","2021","North America","Homo sapiens","","","","","","","","Enterovirus-wg-1238","97","4","4"
"Enterovirus","references/Enterovirus-wg-2087.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-2044","93","1","1"
"Enterovirus","references/Enterovirus-wg-2088.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-197","93","1","1"
"Enterovirus","references/Enterovirus-wg-499.fa.gz","wg","Rhinovirus A","2016","North America","Homo sapiens","","","","","","","","Enterovirus-wg-1145","95","1","1"
"Enterovirus","references/Enterovirus-wg-2089.fa.gz","wg","Rhinovirus A","","","","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-500.fa.gz","wg","Rhinovirus A","2019","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-501.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","Enterovirus-wg-1225","96","1","1"
"Enterovirus","references/Enterovirus-wg-1252.fa.gz","wg","Rhinovirus A","","","","","","","","","","","[Enterovirus-wg-504; Enterovirus-wg-675]","97","1","1"
"Enterovirus","references/Enterovirus-wg-502.fa.gz","wg","Rhinovirus A","2021","North America","Homo sapiens","","","","","","","","","0","4","3"
"Enterovirus","references/Enterovirus-wg-1253.fa.gz","wg","Rhinovirus A","2021","North America","Homo sapiens","","","","","","","","Enterovirus-wg-1255","98","1","1"
"Enterovirus","references/Enterovirus-wg-1254.fa.gz","wg","Rhinovirus A","2019","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1255","98","1","1"
"Enterovirus","references/Enterovirus-wg-1255.fa.gz","wg","Rhinovirus A","2016","North America","Homo sapiens","","","","","","","","Enterovirus-wg-1253","98","1","1"
"Enterovirus","references/Enterovirus-wg-2090.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-2068","96","1","1"
"Enterovirus","references/Enterovirus-wg-2382.fa.gz","wg","Rhinovirus A","","North America","Homo sapiens","","","","","","","","Enterovirus-wg-199","98","1","1"
"Enterovirus","references/Enterovirus-wg-2091.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-199","94","1","1"
"Enterovirus","references/Enterovirus-wg-2383.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-2092","92","1","1"
"Enterovirus","references/Enterovirus-wg-2092.fa.gz","wg","Rhinovirus A","","","","","","","","","","","[Enterovirus-wg-2383; Enterovirus-wg-516; Enterovirus-wg-2376]","92","1","1"
"Enterovirus","references/Enterovirus-wg-1256.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-549","94","1","1"
"Enterovirus","references/Enterovirus-wg-2093.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-49","95","1","1"
"Enterovirus","references/Enterovirus-wg-1257.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-1258.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-1271","95","1","1"
"Enterovirus","references/Enterovirus-wg-2094.fa.gz","wg","Rhinovirus A","1979","Europe","Homo sapiens","","","","","","","","","0","2","2"
"Enterovirus","references/Enterovirus-wg-2095.fa.gz","wg","Rhinovirus C","2010","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-504.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","Enterovirus-wg-1252","97","1","1"
"Enterovirus","references/Enterovirus-wg-2384.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","Enterovirus-wg-1983","98","1","1"
"Enterovirus","references/Enterovirus-wg-505.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","Enterovirus-wg-1983","97","1","1"
"Enterovirus","references/Enterovirus-wg-1259.fa.gz","wg","Rhinovirus A","","","","","","","","","","","[Enterovirus-wg-2084; Enterovirus-wg-1456; Enterovirus-wg-490; Enterovirus-wg-2231; Enterovirus-wg-30; Enterovirus-wg-613]","94","1","1"
"Enterovirus","references/Enterovirus-wg-1260.fa.gz","wg","Rhinovirus A","","","","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-1261.fa.gz","wg","Enterovirus K","","Asia","Rodentia","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2096.fa.gz","wg","Enterovirus J","","","","","","","","","","","","0","2","1"
"Enterovirus","references/Enterovirus-wg-2097.fa.gz","wg","Enterovirus J","2018","Asia","Macaca fascicularis","","","","","","","","Enterovirus-wg-188","94","1","1"
"Enterovirus","references/Enterovirus-wg-2098.fa.gz","wg","Enterovirus J","","","","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2099.fa.gz","wg","Enterovirus J","","","","","","","","","","","","0","2","1"
"Enterovirus","references/Enterovirus-wg-1262.fa.gz","wg","Enterovirus sp.","2007","Africa","Mandrillus sphinx","","","","","","","","Enterovirus-wg-1264","97","1","1"
"Enterovirus","references/Enterovirus-wg-1263.fa.gz","wg","Enterovirus sp.","2008","Africa","Mandrillus sphinx","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-1264.fa.gz","wg","Enterovirus sp.","2008","Africa","Mandrillus sphinx","","","","","","","","Enterovirus-wg-1262","97","2","1"
"Enterovirus","references/Enterovirus-wg-507.fa.gz","wg","Enterovirus B","","","","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2100.fa.gz","wg","Enterovirus H","","","","","","","","","","","","0","2","1"
"Enterovirus","references/Enterovirus-wg-1265.fa.gz","wg","Enterovirus B","","Asia","","","","","","","","","Enterovirus-wg-2034","97","1","1"
"Enterovirus","references/Enterovirus-wg-1266.fa.gz","wg","Enterovirus B","2016","North America","Homo sapiens","","","","","","","","[Enterovirus-wg-1430; Enterovirus-wg-565; Enterovirus-wg-853; Enterovirus-wg-1369; Enterovirus-wg-173; Enterovirus-wg-1454; Enterovirus-wg-2369; Enterovirus-wg-1389; Enterovirus-wg-2107]","95","1","1"
"Enterovirus","references/Enterovirus-wg-2102.fa.gz","wg","Rhinovirus C","","Oceania","","","","","","","","","[Enterovirus-wg-688; Enterovirus-wg-479]","95","1","1"
"Enterovirus","references/Enterovirus-wg-2385.fa.gz","wg","Rhinovirus B","","North America","","","","","","","","","Enterovirus-wg-189","96","1","1"
"Enterovirus","references/Enterovirus-wg-1267.fa.gz","wg","Rhinovirus A","","North America","","","","","","","","","Enterovirus-wg-649","96","1","1"
"Enterovirus","references/Enterovirus-wg-2103.fa.gz","wg","Enterovirus C","1983","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-1268.fa.gz","wg","Enterovirus B","2010","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-107","96","1","1"
"Enterovirus","references/Enterovirus-wg-2386.fa.gz","wg","Enterovirus B","2015","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-609; Enterovirus-wg-677]","96","1","1"
"Enterovirus","references/Enterovirus-wg-1269.fa.gz","wg","Enterovirus B","2015","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1209","97","4","4"
"Enterovirus","references/Enterovirus-wg-1271.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-37","95","1","1"
"Enterovirus","references/Enterovirus-wg-2106.fa.gz","wg","Rhinovirus A","","","","","","","","","","","Enterovirus-wg-2258","94","1","1"
"Enterovirus","references/Enterovirus-wg-2107.fa.gz","wg","Enterovirus B","2019","Asia","","","","","","","","","Enterovirus-wg-1430","98","1","1"
"Enterovirus","references/Enterovirus-wg-542.fa.gz","wg","Enterovirus B","2019","Asia","","","","","","","","","Enterovirus-wg-1430","98","2","2"
"Enterovirus","references/Enterovirus-wg-1272.fa.gz","wg","Enterovirus B","2018","North America","Homo sapiens","","","","","","","","Enterovirus-wg-1275","96","1","1"
"Enterovirus","references/Enterovirus-wg-2108.fa.gz","wg","Enterovirus B","2013","Europe","Homo sapiens","","","","","","","","Enterovirus-wg-381","97","1","1"
"Enterovirus","references/Enterovirus-wg-2110.fa.gz","wg","Enterovirus B","2019","Asia","","","","","","","","","Enterovirus-wg-381","97","1","1"
"Enterovirus","references/Enterovirus-wg-2111.fa.gz","wg","Enterovirus B","2010","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-796","98","1","1"
"Enterovirus","references/Enterovirus-wg-509.fa.gz","wg","Enterovirus B","2019","Asia","","","","","","","","","Enterovirus-wg-1416","97","1","1"
"Enterovirus","references/Enterovirus-wg-510.fa.gz","wg","Enterovirus B","2013","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-2171","98","1","1"
"Enterovirus","references/Enterovirus-wg-2112.fa.gz","wg","Enterovirus B","2018","North America","Homo sapiens","","","","","","","","Enterovirus-wg-796","96","1","1"
"Enterovirus","references/Enterovirus-wg-2113.fa.gz","wg","Enterovirus C","2016","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-2026; Enterovirus-wg-1105]","96","1","1"
"Enterovirus","references/Enterovirus-wg-1275.fa.gz","wg","Enterovirus B","2018","North America","Homo sapiens","","","","","","","","Enterovirus-wg-1272","96","1","1"
"Enterovirus","references/Enterovirus-wg-2114.fa.gz","wg","Rhinovirus A","","North America","Homo sapiens","","","","","","","","Enterovirus-wg-88","97","1","1"
"Enterovirus","references/Enterovirus-wg-2115.fa.gz","wg","Enterovirus A","2009","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1780","97","1","1"
"Enterovirus","references/Enterovirus-wg-2117.fa.gz","wg","Enterovirus C","2003","Africa","Homo sapiens","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2118.fa.gz","wg","Enterovirus B","2007","Oceania","Homo sapiens","","","","","","","","Enterovirus-wg-1547","97","1","1"
"Enterovirus","references/Enterovirus-wg-2119.fa.gz","wg","Enterovirus B","2008","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-836","95","1","1"
"Enterovirus","references/Enterovirus-wg-1277.fa.gz","wg","Enterovirus A","2008","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-2327","98","1","1"
"Enterovirus","references/Enterovirus-wg-2387.fa.gz","wg","Enterovirus B","2023","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1727","94","1","1"
"Enterovirus","references/Enterovirus-wg-2123.fa.gz","wg","Rhinovirus C","2010","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-2124","96","1","1"
"Enterovirus","references/Enterovirus-wg-2124.fa.gz","wg","Rhinovirus C","","Asia","","","","","","","","","Enterovirus-wg-2343","97","1","1"
"Enterovirus","references/Enterovirus-wg-513.fa.gz","wg","Rhinovirus A","2007","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2388.fa.gz","wg","Rhinovirus C","2018","North America","Homo sapiens","","","","","","","","Enterovirus-wg-1375","96","1","1"
"Enterovirus","references/Enterovirus-wg-514.fa.gz","wg","Rhinovirus C","2021","North America","Homo sapiens","","","","","","","","Enterovirus-wg-59","98","9","7"
"Enterovirus","references/Enterovirus-wg-1278.fa.gz","wg","Enterovirus A","2013","Asia","Homo sapiens","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2125.fa.gz","wg","Enterovirus D","","Africa","","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-516.fa.gz","wg","Rhinovirus A","2015","North America","Homo sapiens","","","","","","","","Enterovirus-wg-2092","92","1","1"
"Enterovirus","references/Enterovirus-wg-2390.fa.gz","wg","Enterovirus C","1955","North America","Homo sapiens","","","","","","","","Enterovirus-wg-206","94","1","1"
"Enterovirus","references/Enterovirus-wg-1280.fa.gz","wg","Enterovirus B","2019","Asia","","","","","","","","","Enterovirus-wg-1017","94","1","1"
"Enterovirus","references/Enterovirus-wg-1281.fa.gz","wg","Enterovirus C","2014","Africa","Homo sapiens","","","","","","","","[Enterovirus-wg-1189; Enterovirus-wg-1196]","94","1","1"
"Enterovirus","references/Enterovirus-wg-2128.fa.gz","wg","Enterovirus B","","Asia","","","","","","","","","[Enterovirus-wg-2171; Enterovirus-wg-510]","95","1","1"
"Enterovirus","references/Enterovirus-wg-519.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","Enterovirus-wg-2194","94","3","3"
"Enterovirus","references/Enterovirus-wg-2190.fa.gz","wg","Enterovirus A","2012","Asia","","","","","","","","","[Enterovirus-wg-343; Enterovirus-wg-932; Enterovirus-wg-1660; Enterovirus-wg-329; Enterovirus-wg-963]","94","2","2"
"Enterovirus","references/Enterovirus-wg-1284.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2130.fa.gz","wg","Enterovirus sp.","2020","Europe","Capra hircus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2131.fa.gz","wg","Enterovirus A","2009 - 2011","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-2277; Enterovirus-wg-2165]","97","2","2"
"Enterovirus","references/Enterovirus-wg-2132.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2391.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","Enterovirus-wg-521","95","1","1"
"Enterovirus","references/Enterovirus-wg-1286.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","Enterovirus-wg-2137","96","1","1"
"Enterovirus","references/Enterovirus-wg-2392.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2133.fa.gz","wg","Enterovirus E","2023","Asia","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-1287.fa.gz","wg","Enterovirus E","2014","Africa","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-1288.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","Enterovirus-wg-2137","95","1","1"
"Enterovirus","references/Enterovirus-wg-2134.fa.gz","wg","Enterovirus F","2008","Asia","Bos taurus","","","","","","","","Enterovirus-wg-2183","94","1","1"
"Enterovirus","references/Enterovirus-wg-1289.fa.gz","wg","Enterovirus F","","Europe","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2135.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","[Enterovirus-wg-2194; Enterovirus-wg-538]","96","1","1"
"Enterovirus","references/Enterovirus-wg-2136.fa.gz","wg","Enterovirus E","2016","Oceania","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2192.fa.gz","wg","Enterovirus E","2012 - 2013","Asia","Bos taurus","","","","","","","","","0","3","3"
"Enterovirus","references/Enterovirus-wg-2137.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","Enterovirus-wg-1286","96","1","1"
"Enterovirus","references/Enterovirus-wg-521.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","Enterovirus-wg-2391","95","1","1"
"Enterovirus","references/Enterovirus-wg-522.fa.gz","wg","Enterovirus E","2010","Oceania","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-1290.fa.gz","wg","Enterovirus E","2021","Asia","Bubalus bubalis","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-523.fa.gz","wg","Enterovirus E","2018","Asia","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-1291.fa.gz","wg","Enterovirus E","","Oceania","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-1292.fa.gz","wg","Goat enterovirus","2017","Asia","Capra hircus","","","","","","","","Enterovirus-wg-1397","95","2","2"
"Enterovirus","references/Enterovirus-wg-524.fa.gz","wg","Enterovirus C","2008","North America","Homo sapiens","","","","","","","","Enterovirus-wg-221","96","1","1"
"Enterovirus","references/Enterovirus-wg-525.fa.gz","wg","Enterovirus F","2016","Oceania","Bos taurus","","","","","","","","","0","2","2"
"Enterovirus","references/Enterovirus-wg-2393.fa.gz","wg","Enterovirus F","2018","Asia","Bos taurus","","","","","","","","[Enterovirus-wg-2193; Enterovirus-wg-231; Enterovirus-wg-2183]","94","1","1"
"Enterovirus","references/Enterovirus-wg-2138.fa.gz","wg","Enterovirus G","2018","Asia","Ovis aries","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2139.fa.gz","wg","Goat enterovirus","2017","Asia","Capra hircus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2140.fa.gz","wg","Enterovirus F","2015","Oceania","Bos taurus","","","","","","","","Enterovirus-wg-1293","95","2","2"
"Enterovirus","references/Enterovirus-wg-1293.fa.gz","wg","Enterovirus F","2017","Oceania","Bos taurus","","","","","","","","Enterovirus-wg-2140","95","2","2"
"Enterovirus","references/Enterovirus-wg-1294.fa.gz","wg","Enterovirus F","2016","Oceania","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-2141.fa.gz","wg","Enterovirus F","2017","Oceania","Bos taurus","","","","","","","","","0","1","1"
"Enterovirus","references/Enterovirus-wg-1295.fa.gz","wg","Enterovirus B","","","","","","","","","","","[Enterovirus-wg-1860; Enterovirus-wg-1632; Enterovirus-wg-1634; Enterovirus-wg-236]","94","1","1"
"Enterovirus","references/Enterovirus-wg-2142.fa.gz","wg","Enterovirus A","2015","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-1771; Enterovirus-wg-191]","98","1","1"
"Enterovirus","references/Enterovirus-wg-1300.fa.gz","wg","Enterovirus A","2013","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-2142; Enterovirus-wg-2151; Enterovirus-wg-1566; Enterovirus-wg-48; Enterovirus-wg-191; Enterovirus-wg-620]","97","6","6"
"Enterovirus","references/Enterovirus-wg-2143.fa.gz","wg","Enterovirus A","2012","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-300; Enterovirus-wg-2145; Enterovirus-wg-931; Enterovirus-wg-544; Enterovirus-wg-272; Enterovirus-wg-922]","96","1","1"
"Enterovirus","references/Enterovirus-wg-2144.fa.gz","wg","Enterovirus A","2015","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-1717; Enterovirus-wg-122]","96","1","1"
"Enterovirus","references/Enterovirus-wg-2145.fa.gz","wg","Enterovirus A","2015","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1806","97","2","1"
"Enterovirus","references/Enterovirus-wg-1296.fa.gz","wg","Enterovirus A","","","","","","","","","","","[Enterovirus-wg-2131; Enterovirus-wg-211; Enterovirus-wg-2277; Enterovirus-wg-2165; Enterovirus-wg-1798; Enterovirus-wg-760; Enterovirus-wg-2017; Enterovirus-wg-169]","94","1","1"
"Enterovirus","references/Enterovirus-wg-1297.fa.gz","wg","Enterovirus A","2014","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1030","97","1","1"
"Enterovirus","references/Enterovirus-wg-2146.fa.gz","wg","Enterovirus A","","","","","","","","","","","Enterovirus-wg-1920","94","1","1"
"Enterovirus","references/Enterovirus-wg-2147.fa.gz","wg","Enterovirus A","2019","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-335","98","1","1"
"Enterovirus","references/Enterovirus-wg-2148.fa.gz","wg","Enterovirus A","2016 - 2018","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-2150; Enterovirus-wg-48]","96","2","1"
"Enterovirus","references/Enterovirus-wg-1299.fa.gz","wg","Enterovirus A","2014","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-2327; Enterovirus-wg-616; Enterovirus-wg-1918; Enterovirus-wg-383; Enterovirus-wg-480; Enterovirus-wg-129; Enterovirus-wg-1920; Enterovirus-wg-425; Enterovirus-wg-1463]","95","1","1"
"Enterovirus","references/Enterovirus-wg-2150.fa.gz","wg","Enterovirus A","2019","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-335","98","4","4"
"Enterovirus","references/Enterovirus-wg-1301.fa.gz","wg","Enterovirus A","2013","Asia","Homo sapiens","","","","","","","","[Enterovirus-wg-2151; Enterovirus-wg-2154]","97","2","2"
"Enterovirus","references/Enterovirus-wg-2151.fa.gz","wg","Enterovirus A","2013","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-191","98","1","1"
"Enterovirus","references/Enterovirus-wg-2154.fa.gz","wg","Enterovirus A","2019","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1301","97","1","1"
"Enterovirus","references/Enterovirus-wg-2155.fa.gz","wg","Enterovirus A","2014","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-987","98","1","1"
"Enterovirus","references/Enterovirus-wg-1303.fa.gz","wg","Enterovirus A","2018","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1566","97","2","1"
"Enterovirus","references/Enterovirus-wg-2395.fa.gz","wg","Enterovirus A","2013","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1304","97","1","1"
"Enterovirus","references/Enterovirus-wg-2158.fa.gz","wg","Enterovirus A","2015","Europe","Homo sapiens","","","","","","","","Enterovirus-wg-1304","97","1","1"
"Enterovirus","references/Enterovirus-wg-1304.fa.gz","wg","Enterovirus A","2009","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-2395","97","1","1"
"Enterovirus","references/Enterovirus-wg-2159.fa.gz","wg","Enterovirus A","2013","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-1306","97","1","1"
"Enterovirus","references/Enterovirus-wg-1306.fa.gz","wg","Enterovirus A","2013","Asia","Homo sapiens","","","","","","","","Enterovirus-wg-2159","97","1","1"
"Enterovirus","references/Enterovirus-wg-2396.fa.gz","wg","Enterovirus A","1958","North America","","","","","","","","","Enterovirus-wg-2142","92","1","1"
